order_id,machine_id,shift_id,supervisor,units_produced,units_defective,unidades_optimas
2181,23,3,Supervisor_3,349,18,331
2182,10,3,Supervisor_3,445,17,428
2183,45,3,Supervisor_3,75,5,70
2184,14,2,Supervisor_2,415,5,410
2185,5,3,Supervisor_3,353,16,337
2186,21,1,Supervisor_1,58,0,58
2187,46,1,Supervisor_1,169,0,169
2188,21,3,Supervisor_3,211,12,199
2189,28,1,Supervisor_1,363,15,348
2190,42,3,Supervisor_3,459,2,457
2191,24,3,Supervisor_3,291,2,289
2192,46,2,Supervisor_2,471,29,442
2193,22,1,Supervisor_1,182,9,173
2194,6,3,Supervisor_3,114,4,110
2195,6,2,Supervisor_2,479,12,467
2196,24,3,Supervisor_3,343,18,325
2197,43,2,Supervisor_2,356,10,346
2198,3,2,Supervisor_2,399,14,385
2199,21,1,Supervisor_1,154,10,144
2200,4,3,Supervisor_3,118,7,111
2201,30,1,Supervisor_1,185,3,182
2202,21,2,Supervisor_2,233,2,231
2203,39,3,Supervisor_3,409,15,394
2204,34,2,Supervisor_2,488,28,460
2205,49,2,Supervisor_2,112,3,109
2206,39,1,Supervisor_1,462,1,461
2207,24,2,Supervisor_2,167,10,157
2208,11,3,Supervisor_3,272,4,268
2209,48,2,Supervisor_2,489,25,464
2210,26,1,Supervisor_1,378,8,370
2211,15,1,Supervisor_1,262,5,257
2212,7,3,Supervisor_3,182,4,178
2213,33,1,Supervisor_1,277,11,266
2214,38,3,Supervisor_3,299,8,291
2215,9,1,Supervisor_1,392,15,377
2216,31,3,Supervisor_3,181,0,181
2217,39,2,Supervisor_2,312,13,299
2218,34,1,Supervisor_1,80,3,77
2219,26,3,Supervisor_3,288,4,284
2220,47,1,Supervisor_1,317,8,309
2221,31,2,Supervisor_2,103,6,97
2222,13,3,Supervisor_3,363,21,342
2223,7,1,Supervisor_1,319,0,319
2224,20,3,Supervisor_3,69,4,65
2225,25,2,Supervisor_2,59,4,55
2226,43,2,Supervisor_2,420,3,417
2227,30,1,Supervisor_1,226,17,209
2228,9,3,Supervisor_3,141,4,137
2229,6,1,Supervisor_1,50,0,50
2230,15,1,Supervisor_1,483,10,473
2231,20,2,Supervisor_2,76,1,75
2232,10,3,Supervisor_3,173,10,163
2233,42,3,Supervisor_3,477,13,464
2234,47,2,Supervisor_2,109,5,104
2235,31,1,Supervisor_1,394,2,392
2236,9,1,Supervisor_1,242,17,225
2237,1,1,Supervisor_1,463,31,432
2238,32,2,Supervisor_2,77,1,76
2239,26,2,Supervisor_2,480,29,451
2240,16,2,Supervisor_2,329,7,322
2241,14,3,Supervisor_3,465,18,447
2242,38,2,Supervisor_2,310,22,288
2243,11,1,Supervisor_1,415,17,398
2244,16,3,Supervisor_3,483,7,476
2245,50,1,Supervisor_1,407,25,382
2246,27,3,Supervisor_3,418,12,406
2247,21,3,Supervisor_3,274,13,261
2248,35,2,Supervisor_2,329,7,322
2249,26,2,Supervisor_2,251,7,244
2250,19,1,Supervisor_1,358,1,357
2251,37,1,Supervisor_1,293,1,292
2252,19,2,Supervisor_2,278,14,264
2253,44,2,Supervisor_2,344,1,343
2254,8,3,Supervisor_3,166,12,154
2255,39,2,Supervisor_2,106,4,102
2256,46,3,Supervisor_3,280,11,269
2257,38,1,Supervisor_1,276,9,267
2258,13,2,Supervisor_2,266,20,246
2259,26,1,Supervisor_1,389,3,386
2260,16,3,Supervisor_3,188,6,182
2261,18,1,Supervisor_1,67,5,62
2262,32,3,Supervisor_3,239,8,231
2263,27,1,Supervisor_1,493,33,460
2264,7,1,Supervisor_1,425,11,414
2265,37,3,Supervisor_3,415,11,404
2266,3,2,Supervisor_2,299,16,283
2267,24,3,Supervisor_3,94,0,94
2268,21,2,Supervisor_2,124,9,115
2269,7,3,Supervisor_3,373,10,363
2270,46,2,Supervisor_2,335,2,333
2271,31,2,Supervisor_2,74,4,70
2272,27,2,Supervisor_2,94,0,94
2273,36,2,Supervisor_2,83,4,79
2274,13,3,Supervisor_3,330,2,328
2275,14,1,Supervisor_1,338,18,320
2276,40,3,Supervisor_3,167,5,162
2277,10,2,Supervisor_2,255,11,244
2278,16,3,Supervisor_3,193,3,190
2279,50,3,Supervisor_3,138,3,135
2280,42,1,Supervisor_1,80,3,77
2281,10,1,Supervisor_1,400,12,388
2282,32,2,Supervisor_2,365,22,343
2283,35,2,Supervisor_2,200,5,195
2284,16,3,Supervisor_3,263,15,248
2285,4,1,Supervisor_1,366,21,345
2286,33,3,Supervisor_3,264,11,253
2287,18,3,Supervisor_3,115,2,113
2288,41,3,Supervisor_3,64,1,63
2289,39,3,Supervisor_3,289,16,273
2290,30,3,Supervisor_3,262,2,260
2291,22,3,Supervisor_3,258,6,252
2292,48,2,Supervisor_2,256,15,241
2293,10,3,Supervisor_3,249,14,235
2294,33,2,Supervisor_2,270,9,261
2295,17,3,Supervisor_3,239,5,234
2296,42,2,Supervisor_2,97,4,93
2297,16,3,Supervisor_3,442,27,415
2298,48,1,Supervisor_1,347,22,325
2299,36,3,Supervisor_3,235,17,218
2300,47,1,Supervisor_1,367,13,354
2301,35,3,Supervisor_3,63,0,63
2302,24,1,Supervisor_1,427,23,404
2303,8,3,Supervisor_3,131,0,131
2304,13,2,Supervisor_2,488,3,485
2305,13,3,Supervisor_3,195,6,189
2306,43,1,Supervisor_1,242,16,226
2307,38,1,Supervisor_1,337,3,334
2308,18,3,Supervisor_3,260,3,257
2309,40,2,Supervisor_2,99,5,94
2310,49,2,Supervisor_2,115,7,108
2311,12,2,Supervisor_2,277,11,266
2312,18,1,Supervisor_1,193,13,180
2313,41,3,Supervisor_3,413,16,397
2314,42,2,Supervisor_2,439,18,421
2315,20,3,Supervisor_3,406,11,395
2316,47,1,Supervisor_1,218,15,203
2317,30,1,Supervisor_1,204,13,191
2318,47,2,Supervisor_2,417,10,407
2319,21,1,Supervisor_1,375,25,350
2320,49,1,Supervisor_1,362,25,337
2321,37,1,Supervisor_1,458,30,428
2322,41,3,Supervisor_3,280,11,269
2323,27,2,Supervisor_2,294,17,277
2324,28,1,Supervisor_1,185,10,175
2325,37,1,Supervisor_1,124,7,117
2326,40,3,Supervisor_3,73,0,73
2327,27,3,Supervisor_3,63,4,59
2328,44,1,Supervisor_1,61,3,58
2329,46,3,Supervisor_3,257,9,248
2330,7,2,Supervisor_2,167,7,160
2331,43,3,Supervisor_3,256,9,247
2332,46,3,Supervisor_3,281,20,261
2333,41,2,Supervisor_2,200,4,196
2334,15,3,Supervisor_3,122,3,119
2335,26,2,Supervisor_2,113,5,108
2336,8,2,Supervisor_2,231,6,225
2337,3,2,Supervisor_2,251,9,242
2338,2,1,Supervisor_1,113,5,108
2339,1,2,Supervisor_2,302,17,285
2340,27,3,Supervisor_3,278,8,270
2341,46,2,Supervisor_2,336,3,333
2342,25,3,Supervisor_3,186,7,179
2343,18,1,Supervisor_1,269,16,253
2344,20,3,Supervisor_3,330,25,305
2345,26,1,Supervisor_1,436,0,436
2346,38,2,Supervisor_2,243,3,240
2347,5,1,Supervisor_1,194,9,185
2348,6,1,Supervisor_1,209,16,193
2349,11,1,Supervisor_1,337,9,328
2350,16,1,Supervisor_1,252,9,243
2351,45,3,Supervisor_3,469,32,437
2352,5,3,Supervisor_3,424,11,413
2353,4,3,Supervisor_3,448,10,438
2354,44,1,Supervisor_1,166,2,164
2355,32,1,Supervisor_1,233,18,215
2356,8,1,Supervisor_1,477,30,447
2357,38,3,Supervisor_3,274,19,255
2358,35,3,Supervisor_3,336,13,323
2359,50,1,Supervisor_1,50,2,48
2360,2,1,Supervisor_1,419,11,408
2361,13,1,Supervisor_1,145,0,145
2362,2,1,Supervisor_1,182,13,169
2363,3,1,Supervisor_1,171,11,160
2364,12,3,Supervisor_3,277,15,262
2365,14,3,Supervisor_3,329,11,318
2366,18,1,Supervisor_1,62,2,60
2367,38,2,Supervisor_2,52,3,49
2368,27,2,Supervisor_2,64,0,64
2369,50,2,Supervisor_2,216,9,207
2370,45,2,Supervisor_2,468,30,438
2371,22,1,Supervisor_1,300,20,280
2372,33,2,Supervisor_2,290,1,289
2373,49,1,Supervisor_1,248,4,244
2374,49,1,Supervisor_1,112,6,106
2375,19,1,Supervisor_1,319,23,296
2376,3,1,Supervisor_1,430,17,413
2377,11,1,Supervisor_1,371,14,357
2378,36,2,Supervisor_2,385,21,364
2379,5,3,Supervisor_3,126,3,123
2380,26,1,Supervisor_1,173,9,164
2381,44,2,Supervisor_2,488,37,451
2382,7,1,Supervisor_1,442,0,442
2383,14,1,Supervisor_1,437,24,413
2384,11,3,Supervisor_3,284,18,266
2385,45,1,Supervisor_1,80,2,78
2386,10,3,Supervisor_3,451,25,426
2387,18,1,Supervisor_1,146,2,144
2388,35,1,Supervisor_1,233,15,218
2389,27,1,Supervisor_1,234,2,232
2390,24,1,Supervisor_1,133,1,132
2391,36,3,Supervisor_3,332,5,327
2392,18,3,Supervisor_3,68,2,66
2393,49,2,Supervisor_2,491,32,459
2394,36,1,Supervisor_1,323,11,312
2395,17,3,Supervisor_3,105,6,99
2396,17,2,Supervisor_2,457,33,424
2397,47,1,Supervisor_1,302,5,297
2398,50,1,Supervisor_1,120,7,113
2399,18,2,Supervisor_2,445,10,435
2400,19,2,Supervisor_2,235,8,227
2401,18,1,Supervisor_1,150,4,146
2402,15,1,Supervisor_1,219,13,206
2403,15,3,Supervisor_3,409,10,399
2404,15,1,Supervisor_1,464,35,429
2405,21,1,Supervisor_1,434,24,410
2406,13,1,Supervisor_1,469,1,468
2407,17,2,Supervisor_2,154,9,145
2408,28,1,Supervisor_1,401,7,394
2409,49,3,Supervisor_3,213,9,204
2410,34,3,Supervisor_3,221,3,218
2411,41,2,Supervisor_2,58,4,54
2412,47,3,Supervisor_3,128,8,120
2413,2,1,Supervisor_1,383,9,374
2414,18,1,Supervisor_1,481,27,454
2415,6,3,Supervisor_3,311,11,300
2416,49,2,Supervisor_2,415,2,413
2417,9,2,Supervisor_2,422,24,398
2418,3,2,Supervisor_2,194,4,190
2419,8,1,Supervisor_1,277,11,266
2420,33,2,Supervisor_2,182,2,180
2421,31,1,Supervisor_1,456,16,440
2422,33,1,Supervisor_1,498,4,494
2423,49,1,Supervisor_1,354,24,330
2424,18,2,Supervisor_2,446,31,415
2425,9,1,Supervisor_1,298,9,289
2426,42,1,Supervisor_1,443,22,421
2427,13,1,Supervisor_1,100,6,94
2428,15,2,Supervisor_2,305,10,295
2429,25,1,Supervisor_1,209,15,194
2430,43,3,Supervisor_3,321,6,315
2431,36,1,Supervisor_1,295,23,272
2432,44,1,Supervisor_1,304,8,296
2433,44,2,Supervisor_2,347,17,330
2434,5,1,Supervisor_1,182,14,168
2435,46,3,Supervisor_3,197,6,191
2436,4,2,Supervisor_2,99,2,97
2437,50,1,Supervisor_1,227,17,210
2438,40,2,Supervisor_2,184,6,178
2439,50,2,Supervisor_2,213,11,202
2440,9,2,Supervisor_2,413,10,403
2441,46,3,Supervisor_3,88,6,82
2442,36,1,Supervisor_1,400,26,374
2443,7,2,Supervisor_2,96,3,93
2444,25,3,Supervisor_3,408,11,397
2445,46,3,Supervisor_3,187,6,181
2446,33,2,Supervisor_2,379,8,371
2447,8,2,Supervisor_2,122,1,121
2448,14,3,Supervisor_3,119,1,118
2449,42,3,Supervisor_3,364,23,341
2450,8,1,Supervisor_1,223,15,208
2451,38,1,Supervisor_1,460,13,447
2452,42,3,Supervisor_3,102,1,101
2453,43,3,Supervisor_3,63,4,59
2454,2,3,Supervisor_3,177,7,170
2455,41,3,Supervisor_3,62,3,59
2456,46,3,Supervisor_3,320,20,300
2457,2,3,Supervisor_3,403,19,384
2458,50,3,Supervisor_3,317,17,300
2459,42,3,Supervisor_3,277,14,263
2460,41,3,Supervisor_3,195,12,183
2461,16,3,Supervisor_3,385,18,367
2462,1,3,Supervisor_3,499,13,486
2463,41,2,Supervisor_2,428,15,413
2464,27,3,Supervisor_3,390,24,366
2465,5,1,Supervisor_1,132,0,132
2466,23,2,Supervisor_2,204,0,204
2467,34,2,Supervisor_2,451,15,436
2468,34,2,Supervisor_2,119,0,119
2469,26,2,Supervisor_2,257,7,250
2470,18,3,Supervisor_3,441,29,412
2471,6,3,Supervisor_3,227,11,216
2472,46,3,Supervisor_3,277,11,266
2473,34,3,Supervisor_3,447,5,442
2474,10,2,Supervisor_2,176,13,163
2475,20,3,Supervisor_3,188,6,182
2476,23,3,Supervisor_3,401,3,398
2477,15,3,Supervisor_3,347,16,331
2478,7,3,Supervisor_3,148,6,142
2479,20,2,Supervisor_2,230,5,225
2480,42,2,Supervisor_2,348,9,339
2481,1,2,Supervisor_2,419,15,404
2482,18,3,Supervisor_3,420,5,415
2483,40,2,Supervisor_2,474,4,470
2484,9,3,Supervisor_3,188,2,186
2485,23,3,Supervisor_3,369,14,355
2486,42,3,Supervisor_3,200,7,193
2487,25,3,Supervisor_3,186,9,177
2488,6,2,Supervisor_2,125,9,116
2489,12,2,Supervisor_2,418,17,401
2490,36,1,Supervisor_1,85,4,81
2491,33,3,Supervisor_3,429,13,416
2492,2,3,Supervisor_3,407,13,394
2493,25,1,Supervisor_1,239,4,235
2494,30,1,Supervisor_1,222,8,214
2495,30,1,Supervisor_1,352,5,347
2496,46,2,Supervisor_2,302,13,289
2497,26,1,Supervisor_1,323,5,318
2498,21,2,Supervisor_2,131,7,124
2499,50,3,Supervisor_3,193,6,187
2500,29,2,Supervisor_2,197,8,189
2501,40,3,Supervisor_3,131,1,130
2502,49,3,Supervisor_3,257,7,250
2503,37,3,Supervisor_3,401,23,378
2504,16,1,Supervisor_1,167,9,158
2505,22,3,Supervisor_3,421,24,397
2506,10,1,Supervisor_1,424,1,423
2507,45,3,Supervisor_3,226,13,213
2508,34,3,Supervisor_3,242,15,227
2509,43,1,Supervisor_1,304,16,288
2510,30,2,Supervisor_2,387,2,385
2511,28,3,Supervisor_3,146,1,145
2512,45,1,Supervisor_1,266,17,249
2513,6,1,Supervisor_1,265,20,245
2514,48,1,Supervisor_1,62,1,61
2515,22,1,Supervisor_1,442,4,438
2516,35,1,Supervisor_1,257,18,239
2517,37,2,Supervisor_2,91,0,91
2518,42,3,Supervisor_3,494,23,471
2519,21,3,Supervisor_3,175,4,171
2520,26,3,Supervisor_3,356,6,350
2521,24,3,Supervisor_3,198,4,194
2522,9,3,Supervisor_3,314,22,292
2523,33,1,Supervisor_1,100,6,94
2524,40,3,Supervisor_3,50,2,48
2525,42,1,Supervisor_1,488,32,456
2526,39,3,Supervisor_3,350,3,347
2527,35,2,Supervisor_2,69,3,66
2528,38,2,Supervisor_2,285,5,280
2529,41,3,Supervisor_3,481,20,461
2530,13,2,Supervisor_2,395,8,387
2531,45,3,Supervisor_3,409,20,389
2532,1,1,Supervisor_1,213,11,202
2533,19,3,Supervisor_3,117,1,116
2534,11,1,Supervisor_1,84,4,80
2535,14,1,Supervisor_1,190,13,177
2536,6,3,Supervisor_3,235,15,220
2537,16,1,Supervisor_1,354,0,354
2538,9,2,Supervisor_2,418,17,401
2539,20,2,Supervisor_2,236,2,234
2540,22,1,Supervisor_1,355,12,343
2541,34,1,Supervisor_1,499,4,495
2542,16,2,Supervisor_2,78,1,77
2543,16,1,Supervisor_1,180,8,172
2544,41,2,Supervisor_2,470,22,448
2545,17,1,Supervisor_1,458,27,431
2546,5,2,Supervisor_2,382,14,368
2547,17,1,Supervisor_1,185,7,178
2548,14,3,Supervisor_3,410,21,389
2549,22,1,Supervisor_1,60,2,58
2550,8,1,Supervisor_1,477,22,455
2551,16,3,Supervisor_3,258,17,241
2552,18,1,Supervisor_1,367,4,363
2553,10,1,Supervisor_1,298,7,291
2554,19,1,Supervisor_1,307,19,288
2555,47,3,Supervisor_3,118,7,111
2556,13,3,Supervisor_3,496,1,495
2557,7,3,Supervisor_3,285,2,283
2558,35,1,Supervisor_1,482,20,462
2559,14,1,Supervisor_1,185,13,172
2560,25,3,Supervisor_3,201,8,193
2561,46,1,Supervisor_1,105,1,104
2562,25,2,Supervisor_2,289,11,278
2563,26,2,Supervisor_2,52,3,49
2564,48,1,Supervisor_1,329,23,306
2565,35,3,Supervisor_3,143,5,138
2566,2,3,Supervisor_3,121,1,120
2567,4,2,Supervisor_2,403,14,389
2568,34,2,Supervisor_2,233,5,228
2569,8,3,Supervisor_3,317,2,315
2570,3,2,Supervisor_2,182,14,168
2571,27,1,Supervisor_1,480,35,445
2572,43,3,Supervisor_3,265,19,246
2573,43,1,Supervisor_1,185,1,184
2574,5,1,Supervisor_1,269,5,264
2575,19,1,Supervisor_1,133,6,127
2576,44,1,Supervisor_1,162,8,154
2577,3,3,Supervisor_3,195,9,186
2578,44,3,Supervisor_3,250,5,245
2579,13,1,Supervisor_1,406,10,396
2580,35,3,Supervisor_3,368,18,350
2581,38,2,Supervisor_2,52,0,52
2582,23,1,Supervisor_1,373,25,348
2583,34,1,Supervisor_1,414,30,384
2584,45,3,Supervisor_3,343,0,343
2585,27,3,Supervisor_3,313,1,312
2586,25,1,Supervisor_1,384,19,365
2587,2,2,Supervisor_2,313,18,295
2588,46,2,Supervisor_2,427,19,408
2589,4,1,Supervisor_1,91,1,90
2590,19,2,Supervisor_2,490,21,469
2591,41,1,Supervisor_1,133,5,128
2592,13,2,Supervisor_2,350,27,323
2593,39,1,Supervisor_1,299,6,293
2594,46,3,Supervisor_3,112,2,110
2595,12,1,Supervisor_1,377,14,363
2596,8,3,Supervisor_3,460,19,441
2597,37,2,Supervisor_2,397,13,384
2598,31,3,Supervisor_3,73,3,70
2599,38,1,Supervisor_1,473,36,437
2600,17,2,Supervisor_2,413,4,409
2601,16,2,Supervisor_2,414,9,405
2602,6,2,Supervisor_2,385,23,362
2603,25,1,Supervisor_1,282,5,277
2604,37,2,Supervisor_2,448,5,443
2605,30,1,Supervisor_1,495,31,464
2606,34,3,Supervisor_3,99,3,96
2607,6,1,Supervisor_1,139,2,137
2608,20,2,Supervisor_2,289,16,273
2609,26,2,Supervisor_2,480,22,458
2610,31,1,Supervisor_1,73,1,72
2611,2,1,Supervisor_1,221,9,212
2612,36,3,Supervisor_3,84,0,84
2613,33,1,Supervisor_1,180,7,173
2614,19,3,Supervisor_3,86,1,85
2615,20,2,Supervisor_2,400,20,380
2616,26,3,Supervisor_3,282,5,277
2617,6,3,Supervisor_3,69,0,69
2618,43,1,Supervisor_1,451,6,445
2619,22,2,Supervisor_2,200,11,189
2620,12,2,Supervisor_2,374,5,369
2621,16,2,Supervisor_2,306,0,306
2622,16,1,Supervisor_1,136,3,133
2623,21,1,Supervisor_1,259,4,255
2624,9,3,Supervisor_3,224,13,211
2625,27,3,Supervisor_3,348,24,324
2626,18,1,Supervisor_1,132,4,128
2627,42,2,Supervisor_2,395,14,381
2628,46,2,Supervisor_2,375,8,367
2629,4,3,Supervisor_3,308,3,305
2630,26,3,Supervisor_3,324,2,322
2631,32,3,Supervisor_3,374,9,365
2632,1,3,Supervisor_3,500,10,490
2633,12,1,Supervisor_1,291,6,285
2634,1,2,Supervisor_2,305,2,303
2635,22,1,Supervisor_1,231,9,222
2636,16,2,Supervisor_2,495,32,463
2637,15,2,Supervisor_2,388,7,381
2638,21,2,Supervisor_2,60,0,60
2639,25,1,Supervisor_1,110,2,108
2640,15,2,Supervisor_2,163,12,151
2641,47,1,Supervisor_1,499,7,492
2642,28,1,Supervisor_1,467,12,455
2643,19,2,Supervisor_2,51,0,51
2644,45,1,Supervisor_1,470,29,441
2645,39,3,Supervisor_3,402,9,393
2646,49,1,Supervisor_1,214,6,208
2647,46,2,Supervisor_2,148,9,139
2648,41,1,Supervisor_1,148,6,142
2649,19,3,Supervisor_3,242,7,235
2650,17,2,Supervisor_2,374,8,366
2651,7,2,Supervisor_2,439,0,439
2652,37,2,Supervisor_2,155,10,145
2653,41,2,Supervisor_2,452,17,435
2654,34,1,Supervisor_1,371,22,349
2655,42,3,Supervisor_3,188,5,183
2656,13,3,Supervisor_3,283,14,269
2657,45,1,Supervisor_1,322,0,322
2658,44,1,Supervisor_1,78,2,76
2659,20,1,Supervisor_1,253,10,243
2660,9,3,Supervisor_3,256,19,237
2661,41,3,Supervisor_3,69,1,68
2662,15,3,Supervisor_3,482,23,459
2663,41,2,Supervisor_2,475,24,451
2664,16,3,Supervisor_3,381,14,367
2665,27,2,Supervisor_2,424,31,393
2666,43,2,Supervisor_2,233,16,217
2667,22,2,Supervisor_2,113,8,105
2668,17,2,Supervisor_2,314,21,293
2669,28,3,Supervisor_3,464,26,438
2670,15,3,Supervisor_3,450,18,432
2671,11,3,Supervisor_3,412,23,389
2672,37,2,Supervisor_2,87,5,82
2673,5,3,Supervisor_3,278,6,272
2674,33,2,Supervisor_2,222,16,206
2675,43,2,Supervisor_2,90,5,85
2676,41,3,Supervisor_3,165,1,164
2677,45,1,Supervisor_1,345,10,335
2678,32,1,Supervisor_1,318,23,295
2679,5,1,Supervisor_1,417,6,411
2680,25,3,Supervisor_3,78,2,76
2681,1,2,Supervisor_2,162,1,161
2682,22,1,Supervisor_1,458,32,426
2683,34,3,Supervisor_3,382,8,374
2684,44,1,Supervisor_1,126,2,124
2685,1,1,Supervisor_1,264,8,256
2686,33,3,Supervisor_3,480,18,462
2687,50,2,Supervisor_2,277,21,256
2688,42,3,Supervisor_3,254,9,245
2689,33,1,Supervisor_1,478,32,446
2690,32,2,Supervisor_2,464,30,434
2691,43,2,Supervisor_2,387,22,365
2692,3,1,Supervisor_1,205,14,191
2693,7,1,Supervisor_1,82,2,80
2694,36,1,Supervisor_1,114,7,107
2695,41,3,Supervisor_3,311,12,299
2696,14,2,Supervisor_2,398,19,379
2697,50,3,Supervisor_3,348,18,330
2698,3,3,Supervisor_3,163,8,155
2699,28,2,Supervisor_2,205,12,193
2700,38,3,Supervisor_3,253,7,246
2701,10,1,Supervisor_1,186,13,173
2702,2,2,Supervisor_2,388,25,363
2703,5,1,Supervisor_1,363,11,352
2704,29,1,Supervisor_1,244,13,231
2705,46,3,Supervisor_3,271,11,260
2706,43,3,Supervisor_3,368,27,341
2707,4,3,Supervisor_3,444,15,429
2708,26,3,Supervisor_3,419,9,410
2709,37,1,Supervisor_1,142,1,141
2710,8,2,Supervisor_2,258,1,257
2711,47,1,Supervisor_1,249,15,234
2712,26,1,Supervisor_1,189,8,181
2713,15,3,Supervisor_3,471,36,435
2714,30,3,Supervisor_3,221,7,214
2715,25,2,Supervisor_2,62,1,61
2716,49,2,Supervisor_2,467,9,458
2717,20,3,Supervisor_3,97,5,92
2718,1,2,Supervisor_2,415,18,397
2719,2,3,Supervisor_3,406,21,385
2720,44,2,Supervisor_2,324,23,301
2721,29,3,Supervisor_3,467,34,433
2722,46,3,Supervisor_3,181,7,174
2723,25,1,Supervisor_1,437,26,411
2724,46,1,Supervisor_1,184,12,172
2725,1,3,Supervisor_3,477,7,470
2726,43,3,Supervisor_3,219,2,217
2727,31,3,Supervisor_3,452,6,446
2728,21,1,Supervisor_1,57,3,54
2729,48,3,Supervisor_3,262,0,262
2730,6,2,Supervisor_2,97,5,92
2731,40,2,Supervisor_2,94,4,90
2732,45,2,Supervisor_2,484,14,470
2733,8,3,Supervisor_3,474,5,469
2734,14,1,Supervisor_1,295,5,290
2735,27,3,Supervisor_3,343,13,330
2736,33,3,Supervisor_3,431,18,413
2737,14,3,Supervisor_3,338,13,325
2738,3,3,Supervisor_3,197,9,188
2739,35,3,Supervisor_3,220,12,208
2740,24,3,Supervisor_3,321,17,304
2741,25,2,Supervisor_2,493,20,473
2742,26,2,Supervisor_2,434,16,418
2743,27,3,Supervisor_3,330,19,311
2744,4,3,Supervisor_3,61,4,57
2745,34,3,Supervisor_3,50,0,50
2746,6,2,Supervisor_2,390,0,390
2747,29,2,Supervisor_2,251,9,242
2748,10,3,Supervisor_3,119,5,114
2749,5,1,Supervisor_1,81,5,76
2750,1,2,Supervisor_2,201,9,192
2751,34,1,Supervisor_1,386,7,379
2752,6,1,Supervisor_1,400,15,385
2753,6,1,Supervisor_1,272,11,261
2754,19,3,Supervisor_3,457,24,433
2755,37,3,Supervisor_3,358,26,332
2756,25,1,Supervisor_1,52,0,52
2757,38,1,Supervisor_1,449,28,421
2758,23,1,Supervisor_1,486,38,448
2759,16,3,Supervisor_3,66,4,62
2760,47,2,Supervisor_2,301,3,298
2761,49,3,Supervisor_3,383,20,363
2762,38,3,Supervisor_3,304,9,295
2763,6,3,Supervisor_3,405,5,400
2764,33,1,Supervisor_1,340,20,320
2765,7,3,Supervisor_3,324,14,310
2766,42,1,Supervisor_1,426,24,402
2767,50,1,Supervisor_1,82,3,79
2768,21,1,Supervisor_1,372,13,359
2769,47,3,Supervisor_3,231,3,228
2770,47,1,Supervisor_1,381,8,373
2771,24,1,Supervisor_1,130,4,126
2772,38,3,Supervisor_3,397,13,384
2773,20,1,Supervisor_1,335,14,321
2774,7,2,Supervisor_2,161,5,156
2775,32,3,Supervisor_3,80,5,75
2776,16,2,Supervisor_2,372,8,364
2777,18,1,Supervisor_1,199,2,197
2778,7,1,Supervisor_1,204,0,204
2779,25,2,Supervisor_2,314,10,304
2780,33,3,Supervisor_3,171,9,162
2781,1,3,Supervisor_3,52,1,51
2782,2,2,Supervisor_2,97,7,90
2783,16,1,Supervisor_1,82,0,82
2784,12,2,Supervisor_2,137,4,133
2785,41,3,Supervisor_3,254,7,247
2786,38,1,Supervisor_1,206,8,198
2787,28,3,Supervisor_3,116,2,114
2788,14,3,Supervisor_3,168,9,159
2789,14,2,Supervisor_2,177,7,170
2790,7,2,Supervisor_2,100,7,93
2791,45,1,Supervisor_1,151,3,148
2792,8,2,Supervisor_2,384,4,380
2793,33,2,Supervisor_2,378,22,356
2794,7,3,Supervisor_3,473,2,471
2795,4,1,Supervisor_1,267,14,253
2796,25,2,Supervisor_2,430,3,427
2797,46,2,Supervisor_2,228,7,221
2798,43,3,Supervisor_3,291,3,288
2799,19,1,Supervisor_1,62,2,60
2800,28,3,Supervisor_3,220,14,206
2801,13,2,Supervisor_2,497,27,470
2802,42,3,Supervisor_3,200,7,193
2803,6,1,Supervisor_1,475,22,453
2804,10,3,Supervisor_3,344,11,333
2805,11,1,Supervisor_1,498,18,480
2806,3,3,Supervisor_3,86,6,80
2807,39,3,Supervisor_3,391,7,384
2808,46,3,Supervisor_3,468,1,467
2809,23,1,Supervisor_1,386,13,373
2810,49,3,Supervisor_3,443,5,438
2811,31,1,Supervisor_1,94,3,91
2812,15,2,Supervisor_2,64,1,63
2813,33,1,Supervisor_1,287,6,281
2814,36,1,Supervisor_1,402,16,386
2815,34,2,Supervisor_2,414,18,396
2816,47,1,Supervisor_1,260,1,259
2817,40,3,Supervisor_3,143,5,138
2818,50,2,Supervisor_2,163,9,154
2819,24,3,Supervisor_3,442,14,428
2820,19,3,Supervisor_3,404,10,394
2821,30,1,Supervisor_1,54,4,50
2822,9,2,Supervisor_2,178,9,169
2823,31,1,Supervisor_1,257,9,248
2824,39,3,Supervisor_3,67,3,64
2825,29,1,Supervisor_1,375,3,372
2826,17,2,Supervisor_2,292,1,291
2827,18,1,Supervisor_1,155,8,147
2828,2,2,Supervisor_2,381,10,371
2829,1,3,Supervisor_3,58,4,54
2830,15,2,Supervisor_2,447,9,438
2831,50,3,Supervisor_3,113,4,109
2832,22,1,Supervisor_1,264,7,257
2833,46,1,Supervisor_1,156,11,145
2834,33,2,Supervisor_2,360,17,343
2835,20,2,Supervisor_2,363,12,351
2836,22,3,Supervisor_3,451,17,434
2837,23,1,Supervisor_1,222,6,216
2838,18,1,Supervisor_1,448,6,442
2839,4,1,Supervisor_1,386,25,361
2840,14,1,Supervisor_1,358,1,357
2841,6,2,Supervisor_2,376,22,354
2842,29,3,Supervisor_3,305,23,282
2843,10,3,Supervisor_3,469,17,452
2844,22,1,Supervisor_1,477,35,442
